Izz1 + 1.0*Ia1 + 1.0*Iyy2 + 1.0*Iyy3 + 0.07*mz3 + 0.05185*m3 + 0.05185*m4 + 0.05185*m5 + 0.05185*m6,1.24477,0.95,1.242844,1.07
fv1,8.101969,0.49,8.079125,0.66
fs1,6.995873,1.64,7.052481,2.21
off1,0.437358,14.16,0.429253,19.9
Ixx2 - 1.0*Iyy2 - 0.050625*m3 - 0.050625*m4 - 0.050625*m5 - 0.050625*m6,-0.463462,2.11,-0.464968,2.56
Ixy2,0.003279,141.45,0.002589,235.37
Ixz2 - 0.225*mz3 - 0.007875*m3 - 0.007875*m4 - 0.007875*m5 - 0.007875*m6,-0.158497,3.23,-0.160218,4.09
Iyz2,0.004891,78.09,0.004815,101.88
Izz2 + 1.0*Ia2 + 0.050625*m3 + 0.050625*m4 + 0.050625*m5 + 0.050625*m6,1.082453,0.82,1.080093,1.01
mx2 + 0.225*m3 + 0.225*m4 + 0.225*m5 + 0.225*m6,2.215573,1.87,2.218533,2.43
my2,0.13684,26.31,0.145947,31.58
fv2,5.551457,0.81,5.540716,1.05
fs2,8.201215,1.3,8.223875,1.71
off2,1.318049,37.36,1.376553,44.47
Ixx3 - 1.0*Iyy3 + 1.0*Iyy4 + 0.45*mz4 + 0.050625*m4 + 0.050625*m5 + 0.050625*m6,0.128259,7.58,0.121851,9.01
Ixy3,0.004344,122.86,-0.000212,2888.28
Ixz3,-0.00186,327.06,-0.001559,425.17
Iyz3,0.00874,41.73,0.007188,54.68
Izz3 + 1.0*Iyy4 + 0.45*mz4 + 0.050625*m4 + 0.050625*m5 + 0.050625*m6,0.106997,7.12,0.106029,7.97
mx3,0.072619,31.23,0.079208,30.5
my3 - 1.0*mz4 - 0.225*m4 - 0.225*m5 - 0.225*m6,-0.593492,1.97,-0.603345,2.02
Ia3,0.095973,6.7,0.09849,6.93
fv3,1.954283,1.64,1.960331,1.54
fs3,6.388242,1.65,6.358378,1.57
off3,0.322682,58.85,0.326732,60.93
Ixx4 - 1.0*Iyy4 + 1.0*Iyy5,0.005121,90.66,0.004124,111.99
Ixy4,-0.002795,75.38,-0.00676,29.16
Ixz4,-0.004717,53.78,-0.000547,412.36
Iyz4,-0.004843,57.89,-0.005637,40.26
Izz4 + 1.0*Iyy5,-0.00435,73.83,0.000497,486.31
mx4,-0.026324,22.12,-0.018407,26.91
my4 + 1.0*mz5,0.000339,2167.39,-0.008328,64.62
Ia4,0.033172,10.67,0.031616,6.77
fv4,1.092626,2.92,1.096654,1.37
fs4,2.518774,4.65,2.532008,2.15
off4,-0.092185,65.53,-0.090422,30.49
Ixx5 - 1.0*Iyy5 + 1.0*Iyy6,0.007359,44.35,0.002656,81.39
Ixy5,-0.001252,120.68,0.000253,429.42
Ixz5,0.002095,76.66,0.001138,99.78
Iyz5,0.003719,39.79,0.000727,156.68
Izz5 + 1.0*Iyy6,0.005635,44.55,0.001291,179.12
mx5,0.006061,82.48,-0.00316,146.62
my5 - 1.0*mz6,-0.03166,14.11,-0.032006,11.9
Ia5,0.041628,10.21,0.045987,8.12
fv5,1.80911,2.37,1.809771,2.0
fs5,3.16786,3.65,3.170193,3.1
off5,0.030558,227.18,-0.011697,499.38
Ixx6 - 1.0*Iyy6,-0.003267,39.83,-0.000991,93.49
Ixy6,4.3e-05,1586.07,-0.000155,314.86
Ixz6,0.001241,76.96,0.002046,31.4
Iyz6,0.002268,37.83,0.001043,57.04
Izz6,0.003307,37.34,0.001683,47.47
mx6,-0.009255,32.48,-0.003857,65.62
my6,-0.006976,42.07,-0.004219,57.89
Ia6,0.008839,25.25,0.010772,11.02
fv6,0.631728,3.28,0.63786,1.55
fs6,0.239327,56.84,0.302886,26.97
off6,0.167119,37.68,0.14854,20.29
Iam6,0.010031,17.89,0.009481,13.03
fvm6,0.583696,2.79,0.608493,1.6
fsm6,2.10418,4.66,2.009687,3.52
