Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6
-0.0029698,-0.80057,0.00020952,0.0042945,-0.0036583,0.016748
-0.0029698,-0.80061,0.00019225,0.0042945,-0.003655,0.016749
-0.0029698,-0.80063,0.00017502,0.0042945,-0.0036517,0.01675
-0.0029698,-0.84019,0.00015786,0.0042945,-0.0036486,0.016751
-0.0029698,-0.75684,0.01023,0.0042945,-0.0036457,0.016752
-0.0029698,-0.84191,-0.0094165,0.0042945,-0.0036428,0.016753
-0.0029698,-0.75837,0.010206,0.0042945,-0.0036402,0.016754
-0.0029698,-0.80359,-0.0094403,0.0042945,-0.0077958,0.016754
-0.0029698,-0.8031,0.010182,0.0042945,0.00060088,0.016755
-0.0029698,-0.80249,0.00062488,0.0042945,-0.0036573,0.016756
-0.0029698,-0.80186,0.00061806,0.0042945,-0.0036535,0.016757
-0.0029698,-0.80125,0.00061115,0.0042945,-0.0036499,0.016757
-0.0029698,-0.80072,0.00060413,0.0042945,-0.0078045,0.016758
-0.0029698,-0.80031,-0.0094921,0.0042945,0.00059307,0.016759
-0.0029698,-0.83958,4.0965E-05,0.0042945,-0.0036642,0.01676
-0.0029698,-0.75605,0.010113,0.0042945,-0.0036596,0.016761
-0.0029698,-0.84105,0.00055492,0.0042945,-0.0036552,0.016761
-0.0029698,-0.7575,-0.0095413,0.0042945,-0.003651,0.016762
-0.0029698,-0.84238,0.010081,0.0042945,-0.003647,0.016763
-0.0029698,-0.75865,0.00052317,0.0042945,-0.0036432,0.016764
-0.0029698,-0.80367,-0.0095731,0.0042945,-0.0036397,0.016765
-0.0029698,-0.80301,-4.0043E-05,0.0042945,-0.0036364,0.016766
-0.0029698,-0.80228,0.010032,0.0042945,-0.0036334,0.016767
-0.0029698,-0.80155,0.00047392,0.0042945,-0.0036306,0.016768
-0.0029698,-0.80092,0.00046685,0.0042945,-0.0036281,0.01677
-0.0029698,-0.80039,0.0004597,0.0042945,-0.0036258,0.016772
-0.0029698,-0.79998,0.00045248,0.0042945,-0.0036237,0.016774
-0.0029698,-0.79969,0.0004452,0.0042945,-0.0036219,0.016776
-0.0029698,-0.79954,0.00043785,0.0042945,-0.0036203,0.016777
-0.0029698,-0.79949,-0.0096587,0.0042945,-0.0036189,0.016779
-0.0029698,-0.79953,0.0099632,0.0042945,-0.0036176,0.01678
-0.0029698,-0.79962,0.00040522,0.0042945,-0.0036166,0.016781
-0.0029698,-0.79972,0.00039781,0.0042945,-0.0077737,0.016783
-0.0029698,-0.79985,0.00039031,0.0042945,-0.0035367,0.016784
-0.0029698,-0.8,-0.0097063,0.0042945,-0.0035601,0.016785
-0.0029698,-0.80012,-0.00017366,0.0042945,0.000576,0.016786
-0.0029698,-0.80021,0.0098976,0.0042945,-0.0036806,0.016786
-0.0029698,-0.80027,0.00033965,0.0042945,-0.0078332,0.016788
-0.0029698,-0.80032,0.00033228,0.0042945,0.00056635,0.016789
-0.0029698,-0.80034,0.00032486,0.0042945,-0.003689,0.019108
-0.0029698,-0.80034,0.00031738,0.0042945,-0.0036825,0.014574
-0.0029698,-0.80032,0.00030986,0.0042945,-0.0078342,0.016792
-0.0029698,-0.80029,0.0003023,0.0042945,-0.0035918,0.016793
-0.0029698,-0.80026,0.0002947,0.0042945,-0.00361,0.016794
-0.0029698,-0.80022,0.00028705,0.0042945,0.00053126,0.016795
-0.0029698,-0.80018,0.00027935,0.0042945,-0.0037204,0.016796
-0.0029698,-0.80014,0.00027162,0.0042945,-0.0037105,0.016797
-0.0029698,-0.80012,0.00026385,0.0042945,-0.003701,0.016798
-0.0029698,-0.80009,0.00025603,0.0042945,-0.0036921,0.016798
-0.0029698,-0.80006,0.00024818,0.0042945,-0.0036837,0.016799
-0.0029698,-0.80005,0.0002403,0.0042945,-0.0078339,0.0168
-0.0029698,-0.80004,0.00023237,0.0042945,0.00056778,0.016801
-0.0029698,-0.80003,0.00022441,0.0042945,-0.0036857,0.016802
-0.0029698,-0.80001,0.00021641,0.0042945,-0.0036777,0.016803
-0.0029698,-0.80001,0.00020838,0.0042945,-0.0036702,0.016804
-0.0029698,-0.80002,0.00020032,0.0042945,-0.0036632,0.016805
-0.0029698,-0.80005,0.00019223,0.0042945,-0.0036568,0.016805
-0.0029698,-0.80006,0.00018411,0.0042945,-0.0036509,0.016806
-0.0029698,-0.80009,0.00017595,0.0042945,-0.0036455,0.016807
-0.0029698,-0.80012,0.00016776,0.0042945,-0.0077986,0.016807
-0.0029698,-0.80013,0.00015955,0.0042945,0.00060005,0.016807
-0.0029698,-0.80013,0.00015131,0.0042945,-0.0036564,0.016808
-0.0029698,-0.8001,0.00014304,0.0042945,-0.0036512,0.016808
-0.0029698,-0.80009,0.00013474,0.0042945,-0.0036464,0.016808
-0.0029698,-0.80008,0.00012642,0.0042945,-0.003642,0.016808
-0.0029698,-0.80006,0.00011808,0.0042945,-0.0036381,0.016809
-0.0029698,-0.80006,-0.0099794,0.0042945,-0.0036345,0.016809
-0.0029698,-0.80006,0.0096416,0.0042945,-0.0036313,0.016809
-0.0029698,-0.80005,8.273E-05,0.0042945,-0.0077864,0.016809
-0.0029698,-0.80004,7.4489E-05,0.0042945,0.00061043,0.016809
-0.0029698,-0.80003,6.6236E-05,0.0042945,-0.0036476,0.016809
-0.0029698,-0.80003,5.7967E-05,0.0042945,-0.0036438,0.01681
-0.0029698,-0.80002,4.9682E-05,0.0042945,-0.0036404,0.019128
-0.0029698,-0.8,4.1383E-05,0.0042945,-0.0077952,0.014593
-0.0029698,-0.79997,3.3073E-05,0.0042945,-0.0035559,0.016811
-0.0029698,-0.79995,2.4754E-05,0.0042945,0.00058071,0.016811
-0.0029698,-0.79992,1.6424E-05,0.0042945,-0.0036756,0.016811
-0.0029698,-0.7999,8.0911E-06,0.0042945,-0.0036701,0.016812
-0.0029698,-0.79987,-2.4797E-07,0.0042945,-0.0036649,0.016812
-0.0029698,-0.79985,-8.5902E-06,0.0042945,-0.00366,0.016813
-0.0029698,-0.79983,-1.6938E-05,0.0042945,-0.0036554,0.016813
-0.0029698,-0.79982,-2.5292E-05,0.0042945,-0.0036512,0.016814
-0.0029698,-0.79979,-3.365E-05,0.0042945,-0.0036473,0.016815
-0.0029698,-0.79976,-4.2011E-05,0.0042945,-0.0036437,0.016815
-0.0029698,-0.79974,-5.0371E-05,0.0042945,-0.0077984,0.016816
-0.0029698,-0.79974,-5.8732E-05,0.0042945,0.00059884,0.016817
-0.0029698,-0.79974,-6.7093E-05,0.0042945,-0.0036588,0.016817
-0.0029698,-0.79975,-7.5454E-05,0.0042945,-0.0036546,0.016818
-0.0029698,-0.79977,-8.3816E-05,0.0042945,-0.0036507,0.016818
-0.0029698,-0.79978,-9.2176E-05,0.0042945,-0.003647,0.016818
-0.0029698,-0.7998,-0.00010053,0.0042945,-0.0078016,0.016819
-0.0029698,-0.79981,-0.00010888,0.0042945,0.00059593,0.016819
-0.0029698,-0.79981,-0.00011723,0.0042945,-0.0036615,0.016819
-0.0029698,-0.79981,-0.00012558,0.0042945,-0.0036571,0.016819
-0.0029698,-0.79981,-0.00013392,0.0042945,-0.0036531,0.016819
-0.0029698,-0.7998,-0.00014226,0.0042945,-0.0036493,0.016819
-0.0029698,-0.79981,-0.01024,0.0042945,-0.0036458,0.016819
-0.0029698,-0.79982,-0.00070774,0.0042945,-0.0036426,0.016819
-0.0029698,-0.79981,0.0093629,0.0042945,-0.0036397,0.01682
-0.0029698,-0.79979,-0.00019569,0.0042945,-0.003637,0.01682
-0.0029698,-0.80433,-0.00020359,0.004458,-0.0036347,0.016767
0.002659,-0.80934,0.00075352,0.0046232,-0.0037751,0.01671
0.0084218,-0.81435,0.0015246,0.0047908,-0.0039218,0.016648
0.014339,-0.81935,0.0022964,0.0049617,-0.0040756,0.016581
0.020404,-0.82874,0.0030691,0.0051363,-0.0042365,0.016509
0.026618,-0.82889,0.0038425,0.0053153,-0.0044043,0.016432
0.032981,-0.8385,0.0054575,0.0054988,-0.0087372,0.016349
0.039499,-0.83885,0.0054375,0.0056874,-0.00052472,0.016261
0.046178,-0.84863,0.0070549,0.0058812,-0.0049738,0.016167
0.053026,-0.8579,0.0070374,0.0060807,-0.0051679,0.016066
0.060052,-0.85803,0.0086572,0.0062859,-0.005369,0.01596
0.067262,-0.86773,0.0094827,0.0064973,-0.0055775,0.015846
0.074665,-0.87263,0.011151,0.006715,-0.0057933,0.015726
0.082268,-0.84698,0.011184,0.0069392,-0.0060165,0.0156
0.090076,-0.89072,0.0027672,0.0071703,-0.0062475,0.015466
0.098094,-0.89872,0.023275,0.0074084,-0.0064861,0.015324
0.10633,-0.89787,0.0045162,0.0076538,-0.0067327,0.015175
0.078365,-0.87609,0.02587,0.0079067,-0.0069874,0.015019
0.12548,-0.91902,0.0071615,0.0081674,-0.0072503,0.014854
0.13345,-0.88259,0.027725,0.008436,-0.0075217,0.014682
0.14169,-0.91602,0.0098644,0.0085516,-0.0078017,0.015063
0.092684,-0.90703,0.017578,0.0088765,-0.0072401,0.014337
0.16246,-0.95237,0.021858,0.0091982,-0.0084042,0.014139
0.17037,-0.91839,0.0238,0.0089659,-0.0087062,0.013932
0.17876,-0.92033,0.02411,0.0099823,-0.0090178,0.013717
0.15131,-0.93572,0.026903,0.010272,-0.0093393,0.013492
0.16292,-0.98491,0.02727,0.010026,-0.0096708,0.013258
0.17421,-0.94586,0.029279,0.010488,-0.010013,0.013014
0.18521,-0.9261,0.031339,0.010923,-0.010365,0.012761
0.19598,-0.96626,0.02168,0.011344,-0.010728,0.012497
0.20661,-0.97988,0.034133,0.011757,-0.011101,0.014542
0.2172,-0.99707,0.036293,0.012168,-0.011485,0.0097229
0.22786,-0.95182,0.036824,0.012581,-0.011881,0.011646
0.2387,-1.0095,0.039,0.013,-0.012287,0.011341
0.24979,-0.94205,0.042068,0.013426,-0.012705,0.011025
0.22479,-0.99734,0.043555,0.013861,-0.013134,0.010698
0.27502,-1.0017,0.034962,0.014306,-0.013575,0.010359
0.24987,-0.9796,0.047689,0.014761,-0.014028,0.012328
0.26364,-1.0218,0.048444,0.015228,-0.014493,0.0097497
0.277,-0.99764,0.051686,0.015708,-0.01497,0.0070592
0.29005,-0.95357,0.043258,0.015322,-0.015459,0.010015
0.26054,-0.9814,0.043341,0.016042,-0.01426,0.010861
0.31804,-1.0268,0.05693,0.016711,-0.016506,0.0059165
0.29338,-0.99623,0.058593,0.017347,-0.017023,0.0077117
0.34383,-1.0092,0.050179,0.017966,-0.017553,0.0072767
0.31892,-1.0163,0.063089,0.018577,-0.018097,0.0068289
0.36948,-0.98783,0.065709,0.019187,-0.018655,0.0063681
0.34501,-1.0334,0.067549,0.019246,-0.019227,0.0058945
0.35986,-1.0036,0.060153,0.020003,-0.019813,0.0054077
0.37473,-1.0176,0.074127,0.020729,-0.020413,0.0049076
0.38969,-1.026,0.074498,0.021438,-0.021027,0.004394
0.36838,-1.0427,0.068068,0.021586,-0.021656,0.0038671
0.42215,-1.0452,0.080532,0.022425,-0.0223,0.003326
0.4004,-1.0178,0.074259,0.023227,-0.022958,0.002771
0.41748,-1.034,0.086041,0.023456,-0.023631,0.0045198
0.3977,-1.0486,0.0782,0.024366,-0.024318,0.0017195
0.41604,-1.0575,0.091688,0.024681,-0.025021,-0.0011955
0.43328,-1.0704,0.086484,0.025662,-0.025739,0.0027271
0.41323,-1.0825,0.097702,0.026036,-0.026472,-0.0024349
0.43102,-1.0504,0.090937,0.027071,-0.027221,0.0014581
0.44757,-1.0938,0.092935,0.027725,-0.027985,-0.0026105
0.38444,-1.0792,0.10814,0.028193,-0.027064,-0.0021404
0.44632,-1.0584,0.10247,0.02931,-0.029592,-0.00050987
0.42489,-1.1106,0.10393,0.029807,-0.030394,-0.0034297
0.44126,-1.082,0.10872,0.030956,-0.031212,-0.0041477
0.45652,-1.1322,0.11114,0.031488,-0.032047,-0.0048815
0.43473,-1.1066,0.11525,0.032119,-0.028741,-0.0056308
0.45117,-1.0852,0.11778,0.032825,-0.033847,-0.0063963
0.43047,-1.137,0.11192,0.034144,-0.03471,-0.0071778
0.44785,-1.1082,0.12579,0.03482,-0.035592,-0.0079756
0.46431,-1.1627,0.10752,0.036131,-0.036493,-0.0087895
0.44378,-1.0972,0.11082,0.036814,-0.037414,-0.0096201
0.4615,-1.1194,0.11421,0.037588,-0.038354,-0.010467
0.442,-1.1608,0.10675,0.038433,-0.039313,-0.011331
0.49689,-1.1493,0.097105,0.039334,-0.040293,-0.012211
0.43946,-1.1137,0.099465,0.040281,-0.041292,-0.013109
0.49555,-1.1748,0.10273,0.041267,-0.04231,-0.014023
0.47548,-1.1497,0.093509,0.041733,-0.043348,-0.014954
0.4938,-1.1591,0.084557,0.042921,-0.044407,-0.015903
0.51149,-1.1766,0.096092,0.044096,-0.045484,-0.016869
0.49244,-1.149,0.086371,0.044393,-0.046582,-0.016729
0.46946,-1.2132,0.085933,0.045789,-0.041841,-0.018805
0.53291,-1.143,0.089103,0.047131,-0.048948,-0.019823
0.51377,-1.2007,0.07897,0.04789,-0.050072,-0.02086
0.56945,-1.1771,0.081711,0.048771,-0.051218,-0.021914
0.54966,-1.1966,0.091322,0.049746,-0.052387,-0.022987
0.53253,-1.2097,0.082109,0.051349,-0.053579,-0.021759
0.59022,-1.1869,0.084981,0.052319,-0.054794,-0.027403
0.60874,-1.2069,0.083799,0.05338,-0.056032,-0.026313
0.59126,-1.1809,0.086747,0.054511,-0.057292,-0.025141
0.57646,-1.2019,0.076398,0.055145,-0.058576,-0.028523
0.63638,-1.2598,0.086494,0.057073,-0.055724,-0.029705
0.62051,-1.1926,0.089584,0.058311,-0.061289,-0.030907
0.6433,-1.2178,0.078543,0.059044,-0.062617,-0.032127
0.62914,-1.2312,0.091272,0.060511,-0.063969,-0.033367
0.68953,-1.239,0.092093,0.061421,-0.061187,-0.034626
0.63765,-1.2289,0.083698,0.063029,-0.066825,-0.035905
0.69927,-1.2383,0.095853,0.064054,-0.068227,-0.037202
0.68463,-1.2207,0.085974,0.065205,-0.069655,-0.036202
0.7083,-1.2758,0.08731,0.065898,-0.066952,-0.039755
0.73121,-1.1917,0.087881,0.067036,-0.07267,-0.03767
0.67492,-1.2727,0.088313,0.068041,-0.072453,-0.042337
0.74408,-1.2514,0.091408,0.069738,-0.071539,-0.043733
0.76671,-1.2685,0.082904,0.070293,-0.077304,-0.045148
0.7526,-1.2445,0.083185,0.071662,-0.074679,-0.046584
0.77698,-1.2679,0.095269,0.072531,-0.080479,-0.04804
0.76443,-1.2756,0.087006,0.074137,-0.077891,-0.049517
0.75372,-1.3007,0.077447,0.07519,-0.083729,-0.048697
0.85345,-1.2754,0.088396,0.076389,-0.085338,-0.052432
0.80206,-1.2984,0.079792,0.0777,-0.082821,-0.053971
0.82839,-1.2756,0.080816,0.079098,-0.088732,-0.055531
0.81763,-1.331,0.081921,0.080013,-0.086256,-0.057112
0.84493,-1.2796,0.083108,0.081678,-0.08805,-0.056397
0.83481,-1.3319,0.084381,0.082798,-0.089855,-0.060238
0.86249,-1.3171,0.076493,0.084072,-0.091669,-0.061883
0.88897,-1.3313,0.087529,0.084908,-0.093496,-0.06355
0.84182,-1.3183,0.079018,0.085417,-0.095338,-0.06292
0.8712,-1.3426,0.080143,0.086232,-0.097194,-0.06453
