Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.0003835
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.0003835
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.0003835
3.1958E-05,50.265,-70.685,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.0003835
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.685,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.0003835
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.0003835
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,9.5874E-05,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
3.1958E-05,50.265,-70.686,0,0,-0.00028762
3.1958E-05,50.265,-70.685,0,0,-0.00028762
6.3916E-05,50.265,-70.686,0,0,-0.00028762
6.3916E-05,50.265,-70.685,0,0,-0.00028762
6.3916E-05,50.265,-70.686,0,0,-0.00028762
6.3916E-05,50.265,-70.685,0,0,-0.00028762
9.5874E-05,50.265,-70.685,0,0,-0.00028762
9.5874E-05,50.265,-70.685,0,0,-0.00028762
9.5874E-05,50.265,-70.685,9.5874E-05,0,-0.00028762
9.5874E-05,50.265,-70.685,0,0,-0.00028762
0.00012783,50.265,-70.685,0,0,-0.00028762
0.00015979,50.265,-70.685,9.5874E-05,0,-0.00028762
0.00019175,50.265,-70.685,9.5874E-05,0,-0.00028762
0.00022371,50.265,-70.685,9.5874E-05,0,-0.00028762
0.00025566,50.265,-70.685,9.5874E-05,0,-0.00028762
0.00028762,50.265,-70.685,9.5874E-05,0,-0.0003835
0.00031958,50.265,-70.685,9.5874E-05,0,-0.00028762
0.00035154,50.265,-70.685,9.5874E-05,0,-0.00028762
0.0003835,50.265,-70.685,9.5874E-05,0,-0.00028762
0.00041545,50.265,-70.685,9.5874E-05,0,-0.00028762
0.00047937,50.265,-70.685,9.5874E-05,0,-0.00028762
0.00051133,50.265,-70.685,9.5874E-05,0,-0.00028762
0.00057524,50.265,-70.685,9.5874E-05,0,-0.0003835
0.00063916,50.264,-70.685,9.5874E-05,0,-0.0003835
0.00070307,50.264,-70.685,9.5874E-05,0,-0.00028762
0.00076699,50.264,-70.685,0.00019175,0,-0.00028762
0.00083091,50.264,-70.685,0.00019175,0,-0.0003835
0.00089482,50.264,-70.685,0.00019175,0,-0.00028762
0.0009907,50.264,-70.685,0.00019175,0,-0.00028762
0.0010546,50.264,-70.685,0.00019175,0,-0.00028762
0.0011505,50.264,-70.685,0.00019175,0,-0.00028762
0.0012144,50.264,-70.685,0.00019175,0,-0.00028762
0.0013103,50.263,-70.685,0.00028762,0,-0.00028762
0.0014061,50.263,-70.685,0.00028762,0,-0.00028762
0.001502,50.263,-70.685,0.00028762,0,-0.00028762
0.0015979,50.263,-70.685,0.00028762,0,-0.00028762
0.0017257,50.263,-70.685,0.0003835,0,-0.00028762
0.0018216,50.263,-70.685,0.0003835,0,-0.00028762
0.0019494,50.262,-70.685,0.0003835,0,-0.00028762
0.0020773,50.262,-70.685,0.00047937,0,-0.0003835
0.0022371,50.262,-70.685,0.00047937,0,-0.0003835
0.0023968,50.262,-70.685,0.00057524,0,-0.00028762
0.0025566,50.262,-70.685,0.00057524,0,-0.0003835
0.0027484,50.261,-70.685,0.00067112,0,-0.00028762
0.0029401,50.261,-70.684,0.00067112,0,-0.0003835
0.0031319,50.261,-70.684,0.00067112,0,-0.00028762
0.0033556,50.261,-70.684,0.00076699,0,-0.00028762
0.0035793,50.261,-70.684,0.00076699,0,-0.0003835
0.003835,50.26,-70.684,0.00086286,0,-0.0003835
0.0040906,50.26,-70.684,0.00086286,0,-0.0003835
0.0043463,50.26,-70.684,0.00095874,0,-0.0003835
0.0046339,50.26,-70.684,0.0010546,-9.5874E-05,-0.0003835
0.0049215,50.259,-70.684,0.0011505,-9.5874E-05,-0.0003835
0.0052411,50.259,-70.684,0.0011505,-9.5874E-05,-0.0003835
0.0055607,50.259,-70.684,0.0012464,-9.5874E-05,-0.0003835
0.0058803,50.258,-70.683,0.0012464,-9.5874E-05,-0.0003835
0.0062318,50.258,-70.683,0.0013422,-9.5874E-05,-0.0003835
0.0065833,50.258,-70.683,0.0014381,-9.5874E-05,-0.0003835
0.0069668,50.258,-70.682,0.001534,-9.5874E-05,-0.0003835
0.0073184,50.257,-70.682,0.0016299,-9.5874E-05,-0.0003835
0.0077338,50.257,-70.681,0.0017257,-9.5874E-05,-0.0003835
0.0081173,50.257,-70.681,0.0018216,-9.5874E-05,-0.0003835
0.0085328,50.256,-70.68,0.0020133,-9.5874E-05,-0.0003835
0.0089482,50.256,-70.68,0.0021092,-9.5874E-05,-0.0003835
0.0093637,50.256,-70.679,0.0022051,-9.5874E-05,-0.0003835
0.0098111,50.255,-70.678,0.0023968,-9.5874E-05,-0.0003835
0.010258,50.255,-70.678,0.0024927,-0.00019175,-0.0003835
0.010706,50.254,-70.677,0.0025886,-0.00019175,-0.0003835
0.011185,50.254,-70.676,0.0027803,-0.00019175,-0.0003835
0.011633,50.254,-70.675,0.0029721,-0.00019175,-0.0003835
0.012112,50.253,-70.675,0.0031638,-0.00019175,-0.0003835
0.012623,50.253,-70.674,0.0032597,-0.00019175,-0.00047937
0.013103,50.252,-70.673,0.0034515,-0.00019175,-0.0003835
0.013582,50.252,-70.673,0.0036432,-0.00019175,-0.0003835
0.014093,50.251,-70.672,0.003835,-0.00019175,-0.00047937
0.014637,50.251,-70.671,0.0041226,-0.00019175,-0.00047937
0.015148,50.25,-70.67,0.0042184,-0.00028762,-0.00047937
0.015691,50.25,-70.669,0.0044102,-0.00028762,-0.00047937
0.016235,50.249,-70.668,0.0046978,-0.00028762,-0.00047937
0.01681,50.249,-70.668,0.0048896,-0.00028762,-0.00047937
0.017353,50.248,-70.667,0.0051772,-0.0003835,-0.00047937
0.01796,50.248,-70.666,0.0053689,-0.0003835,-0.00047937
0.018536,50.247,-70.665,0.0056566,-0.0003835,-0.00047937
0.019143,50.247,-70.664,0.0059442,-0.0003835,-0.00057524
0.01975,50.246,-70.664,0.0063277,-0.00047937,-0.00057524
0.020357,50.246,-70.663,0.0066153,-0.00047937,-0.00067112
0.020996,50.245,-70.662,0.0069988,-0.00047937,-0.00067112
0.021636,50.244,-70.661,0.0072864,-0.00057524,-0.00067112
0.022275,50.244,-70.66,0.0077658,-0.00057524,-0.00067112
0.022946,50.243,-70.659,0.0081493,-0.00067112,-0.00067112
0.023617,50.243,-70.658,0.0086286,-0.00067112,-0.00067112
0.02432,50.242,-70.657,0.0090121,-0.00076699,-0.00067112
0.025055,50.241,-70.656,0.0094915,-0.00076699,-0.00076699
0.025726,50.241,-70.655,0.0099709,-0.00076699,-0.00076699
0.026461,50.24,-70.654,0.01045,-0.00086286,-0.00076699
0.027196,50.239,-70.653,0.01093,-0.00086286,-0.00076699
0.027963,50.239,-70.652,0.011505,-0.00095874,-0.00076699
0.02873,50.238,-70.651,0.011984,-0.0010546,-0.00086286
0.029529,50.237,-70.65,0.012559,-0.0011505,-0.00086286
0.030328,50.236,-70.649,0.013135,-0.0012464,-0.00086286
0.031127,50.236,-70.648,0.013806,-0.0013422,-0.00086286
0.03199,50.235,-70.647,0.014573,-0.0014381,-0.00095874
0.032853,50.234,-70.645,0.01534,-0.001534,-0.0010546
0.033716,50.233,-70.644,0.016203,-0.0016299,-0.0010546
0.03461,50.233,-70.643,0.017257,-0.0017257,-0.0011505
0.035505,50.232,-70.642,0.018408,-0.0018216,-0.0012464
0.036432,50.231,-70.641,0.019558,-0.0019175,-0.0012464
0.037359,50.23,-70.64,0.0209,-0.0021092,-0.0013422
0.038318,50.229,-70.638,0.022243,-0.002301,-0.001534
0.039276,50.228,-70.637,0.023681,-0.0023968,-0.0016299
0.040299,50.227,-70.636,0.025311,-0.0024927,-0.0017257
0.041322,50.227,-70.635,0.026941,-0.0026845,-0.0019175
0.042344,50.226,-70.633,0.028666,-0.0027803,-0.0020133
0.043399,50.225,-70.632,0.030392,-0.0029721,-0.0022051
0.044485,50.224,-70.631,0.032214,-0.0031638,-0.002301
0.045604,50.223,-70.63,0.034131,-0.0032597,-0.0024927
0.046722,50.222,-70.628,0.036049,-0.0034515,-0.0025886
0.047841,50.221,-70.627,0.037966,-0.0036432,-0.0027803
0.048992,50.22,-70.626,0.039979,-0.0037391,-0.0028762
0.050142,50.219,-70.624,0.041993,-0.0039308,-0.003068
0.051356,50.218,-70.623,0.044102,-0.0041226,-0.0032597
0.052571,50.217,-70.622,0.046115,-0.0043143,-0.0033556
0.053785,50.216,-70.62,0.04832,-0.0045061,-0.0035473
0.055032,50.214,-70.619,0.05043,-0.0046978,-0.0037391
0.056278,50.213,-70.617,0.052635,-0.0048896,-0.0039308
0.057556,50.212,-70.616,0.05484,-0.0051772,-0.0041226
0.058867,50.211,-70.614,0.057045,-0.0053689,-0.0043143
0.060177,50.21,-70.613,0.05925,-0.0056566,-0.0046019
0.061519,50.209,-70.611,0.061455,-0.0059442,-0.0048896
0.062893,50.207,-70.61,0.063756,-0.0062318,-0.0050813
0.064267,50.206,-70.608,0.066057,-0.0065194,-0.0053689
0.065674,50.205,-70.607,0.068358,-0.0069029,-0.0056566
0.06708,50.204,-70.605,0.070755,-0.0071905,-0.0059442
0.068518,50.202,-70.603,0.073056,-0.007574,-0.0063277
0.07002,50.201,-70.602,0.075549,-0.0079575,-0.0066153
0.07149,50.2,-70.6,0.07785,-0.0084369,-0.0069988
0.073024,50.199,-70.598,0.080342,-0.0088204,-0.0073823
0.07459,50.197,-70.597,0.082739,-0.0092039,-0.0078617
0.076156,50.196,-70.595,0.085232,-0.0096833,-0.008341
0.077786,50.195,-70.593,0.087725,-0.010067,-0.0090121
0.079447,50.193,-70.591,0.090313,-0.01045,-0.0096833
0.081109,50.192,-70.59,0.092806,-0.01093,-0.010546
0.082835,50.191,-70.588,0.095394,-0.011313,-0.011505
0.084561,50.189,-70.586,0.097983,-0.011792,-0.012751
0.08635,50.188,-70.584,0.10067,-0.012272,-0.014093
0.08814,50.186,-70.582,0.10326,-0.012655,-0.015627
0.08993,50.185,-70.58,0.10604,-0.013039,-0.017449
0.091783,50.183,-70.578,0.10872,-0.013518,-0.019271
0.093637,50.182,-70.577,0.1116,-0.013998,-0.02138
0.095522,50.18,-70.575,0.11428,-0.014573,-0.023585
0.097408,50.179,-70.572,0.11716,-0.015052,-0.026078
0.099293,50.177,-70.57,0.12013,-0.015532,-0.028475
0.10121,50.176,-70.568,0.12301,-0.016107,-0.031159
0.10313,50.174,-70.566,0.12598,-0.016682,-0.033748
0.10508,50.173,-70.564,0.12905,-0.017257,-0.036528
0.10703,50.171,-70.562,0.13202,-0.017928,-0.039404
0.10901,50.169,-70.56,0.13518,-0.018504,-0.042184
0.11099,50.167,-70.558,0.13835,-0.019367,-0.045061
0.113,50.166,-70.555,0.14151,-0.020229,-0.047937
0.11508,50.164,-70.553,0.14477,-0.021476,-0.050813
0.11716,50.162,-70.551,0.14813,-0.022914,-0.053689
0.1193,50.16,-70.548,0.15138,-0.02464,-0.05647
0.12147,50.159,-70.546,0.15484,-0.026653,-0.059346
0.12371,50.157,-70.544,0.15838,-0.028954,-0.062222
0.12598,50.155,-70.541,0.16183,-0.031447,-0.065002
0.12828,50.153,-70.539,0.16548,-0.034227,-0.067783
0.13061,50.151,-70.536,0.16912,-0.037199,-0.070563
0.13301,50.149,-70.534,0.17286,-0.040363,-0.073343
0.13544,50.148,-70.531,0.1766,-0.043814,-0.076124
0.13787,50.146,-70.529,0.18043,-0.047362,-0.078904
0.14033,50.144,-70.526,0.18427,-0.051005,-0.081684
0.14279,50.142,-70.523,0.1882,-0.054744,-0.084561
0.14525,50.14,-70.52,0.19213,-0.058675,-0.087341
0.14774,50.138,-70.518,0.19616,-0.062701,-0.090121
0.15023,50.136,-70.515,0.20028,-0.066728,-0.092998
0.15276,50.134,-70.512,0.2044,-0.070851,-0.09597
0.15535,50.132,-70.509,0.20862,-0.074973,-0.098942
0.1579,50.13,-70.506,0.21284,-0.079288,-0.10191
0.16056,50.128,-70.503,0.21715,-0.083602,-0.10498
0.16321,50.126,-70.5,0.22156,-0.08782,-0.10815
