Ixy6,0.001673
Iyz6,0.00822
Ixz6,0.002099
Izz6,0.001242
Ixx6 + 1.0*Izz5,0.00242
Ixy5,-0.007842
Ixz5,0.003238
Iyz5,0.006432
Iyy6 + 1.0*Izz5,0.006635
Ixz4,0.002519
Iam6,0.012909
Iyz4,-0.009262
Ia6,0.008558
Izz4 - 1.0*Izz5 + 1.0*Ixx5,9E-05
Ixy4,-0.00806
mx6,-0.024498
my6,0.000423
Iyy5 + 1.0*Izz5 - 1.0*Ixx5,-0.006652
Iyz3,0.017072
mx5,0.026092
Ia3,0.126185
my5 - 1.0*mz6,-0.025314
Ia4,0.032286
Iyy4 + 1.0*Ixx2 + 1.0*Izz1 + 0.45*my3 + 1.0*Ixx3 - 0.0494*m6 + 0.07*mz3 - 0.0494*m5 - 0.0494*m4 + 0.001225*m3 + 1.0*Ia1,0.607222
Iyz2,0.010813
Ixy2,-0.017758
Ixy3,0.002022
Ia5,0.039661
mx3,0.159593
Ixz3,0.011217
Ia2 + 1.0*Izz2 + 0.050625*m6 + 0.050625*m5 + 0.050625*m4 + 0.050625*m3,0.967119
Ixz2 - 0.007875*m6 - 0.225*mz3 - 0.007875*m5 - 0.007875*m4 - 0.007875*m3,-0.139272
mx4,-0.015478
Iyy2 - 1.0*Ixx2 + 0.050625*m6 + 0.050625*m5 + 0.050625*m4 + 0.050625*m3,0.445813
Izz3 - 1.0*Ixx2 - 1.0*Izz1 - 1.0*Ixx3 - 0.001225*m6 - 0.07*mz3 - 0.001225*m5 - 0.001225*m4 - 0.001225*m3 - 1.0*Ia1,-0.796704
my4 + 1.0*mz5,-0.000988
Iyy3 + 1.0*Ixx2 + 1.0*Izz1 + 0.001225*m6 + 0.07*mz3 + 0.001225*m5 + 0.001225*m4 + 0.001225*m3 + 1.0*Ia1,0.742428
mz4 - 1.0*my3 + 0.225*m6 + 0.225*m5 + 0.225*m4,0.576237
mx2 + 0.225*m6 + 0.225*m5 + 0.225*m4 + 0.225*m3,2.380549
fvm6,1.185583
fv6,0.602153
Ixx4 - 1.0*Izz5 + 0.999999*Ixx5 + 1.0*Ixx2 + 1.0*Izz1 + 0.45*my3 + 1.0*Ixx3 - 0.0494*m6 + 0.07*mz3 - 0.0494*m5 - 0.0494*m4 + 0.001225*m3 + 1.0*Ia1,0.61257
fv4,1.324322
my2,-0.13898
fv3,2.323738
fv1,8.736807
fv5,2.305501
fv2,6.12681
off1,0.532374
off6,0.263466
off4,-0.141694
fsm6,0.077612
off5,-0.293969
fs5,1.900838
fs4,1.546136
fs1,4.822528
fs3,4.876368
fs2,6.440344
fs6,2.301933
off3,1.224201
off2,1.563898
