Iyz6,-0.006126
Ixy6,0.001333
Ixz6,-0.001718
Izz6,0.004802
Iyy6,0.022459
Ixy5,-0.009938
Ixz5,0.006591
Iyz5,7.6e-05
Ixx6,0.015015
Iam6,0.01653
Ixz4,-0.004159
Iyz4,-0.016657
Ia6,0.004642
Izz4,-0.361344
Ixy4,-0.009121
mx6,0.027882
my6,-0.011114
Iyy5,0.360721
Iyz3,0.008601
mx5,0.036859
Ia3,0.123396
mz6,-4.466789
Ia4,0.026458
Iyy4,1.46228
Ixy2,-0.026895
Iyz2,0.000296
Ia5,0.045567
Ixy3,0.008678
mx3,0.139583
Ixz3,0.012356
Izz2,2.171504
Ixz2,-3.301559
mx4,-0.025437
Iyy2,-6.453961
Ixx5,0.354611
my4,4.190907
Ixx2,-5.62125
mx2,-3.330257
Izz3,-0.681926
mz4,-5.66962
fvm6,1.182336
fv6,0.619834
fv4,1.397986
my2,-0.110291
fv3,2.587993
fv1,9.043523
fv5,2.379212
fv2,6.40859
off1,0.598533
off6,0.286069
off4,-0.298985
fsm6,0.150765
off5,-0.275786
fs3,3.832221
fs5,1.659891
fs4,1.18016
fs2,5.422052
fs1,4.039015
fs6,2.067721
off3,1.067688
Izz5,-0.017884
Iyy3,0.333161
off2,1.194583
Ixx4,1.103044
my5,-4.498932
mz5,-4.177263
Ixx3,-0.308829
my3,1.901188
Izz1 + 1.0*Ia1,7.052632
Ia2,-2.47217
m4 + 1.0*m5,20.766952
mz3,-15.01083
m6,15.423424
m3,-10.959066
